learner_id,course_id,module_id,content_type,assessment_score,feedback_rating,content_difficulty,recommended_courses
2455,9,340,Video,58,Poor,Hard,9
2456,14,387,Video,15,Excellent,Intermediate,6
2457,11,5,Video,52,Good,Intermediate,9
2458,12,985,Video,38,Poor,Intermediate,15
2459,9,226,Video,43,Poor,Hard,14
2460,3,602,Text,12,Good,Intermediate,20
2461,7,328,Quiz,96,Good,Intermediate,2
2462,15,226,Text,2,Average,Hard,17
2463,7,82,Quiz,73,Good,Easy,6
2464,2,630,Video,11,Excellent,Intermediate,17
2465,7,132,Text,18,Average,Hard,6
2466,6,126,Video,57,Excellent,Easy,2
2467,17,931,Quiz,69,Poor,Intermediate,2
2468,7,49,Text,73,Excellent,Hard,2
2469,15,858,Video,46,Poor,Hard,20
2470,13,734,Video,35,Good,Easy,8
2471,5,356,Text,73,Poor,Easy,8
2472,1,318,Text,91,Average,Intermediate,12
2473,17,524,Video,40,Good,Intermediate,14
2474,15,845,Quiz,34,Excellent,Easy,5
2475,7,837,Video,1,Poor,Easy,13
2476,19,191,Quiz,21,Average,Easy,14
2477,10,631,Text,40,Average,Easy,4
2478,2,889,Text,69,Poor,Easy,7
2479,7,584,Video,21,Poor,Intermediate,12
2480,12,790,Quiz,85,Average,Hard,6
2481,6,865,Video,29,Poor,Easy,13
2482,19,221,Text,72,Excellent,Intermediate,4
2483,5,875,Video,33,Poor,Easy,12
2484,11,477,Video,14,Excellent,Hard,17
2485,1,793,Text,81,Excellent,Intermediate,6
2486,12,977,Video,24,Poor,Hard,8
2487,6,952,Text,82,Excellent,Intermediate,5
2488,1,922,Quiz,58,Poor,Hard,13
2489,7,220,Video,69,Excellent,Easy,8
2490,3,222,Text,40,Excellent,Easy,2
2491,12,273,Video,39,Good,Easy,12
2492,8,833,Video,90,Poor,Easy,19
2493,14,520,Quiz,49,Average,Intermediate,8
2494,14,176,Video,34,Average,Hard,4
2495,17,146,Text,8,Excellent,Easy,14
2496,2,834,Video,68,Average,Hard,7
2497,14,490,Quiz,35,Average,Intermediate,13
2498,6,104,Video,13,Good,Hard,1
2499,10,346,Quiz,18,Excellent,Hard,14
2500,18,107,Video,9,Poor,Easy,17
2501,6,914,Video,19,Good,Easy,7
2502,14,995,Video,8,Excellent,Easy,3
2503,19,128,Video,55,Excellent,Hard,4
2504,4,192,Text,17,Poor,Hard,18
2505,17,376,Text,95,Good,Hard,14
2506,12,570,Video,40,Poor,Intermediate,8
2507,5,33,Video,34,Excellent,Hard,5
2508,4,556,Quiz,66,Good,Intermediate,15
2509,4,695,Video,40,Excellent,Hard,3
2510,14,624,Text,90,Average,Hard,20
2511,1,873,Quiz,17,Good,Hard,15
2512,1,209,Text,30,Poor,Hard,6
2513,17,232,Text,44,Poor,Easy,18
2514,2,411,Text,12,Average,Easy,15
2515,4,812,Quiz,12,Excellent,Hard,3
2516,8,784,Video,64,Good,Easy,1
2517,2,906,Video,62,Poor,Hard,18
2518,3,250,Video,17,Good,Easy,2
2519,18,540,Text,5,Poor,Easy,10
2520,18,36,Video,48,Poor,Hard,9
2521,14,782,Quiz,82,Poor,Easy,7
2522,16,461,Quiz,26,Excellent,Hard,19
2523,6,448,Video,53,Poor,Intermediate,13
2524,9,186,Text,7,Good,Intermediate,10
2525,12,700,Video,25,Good,Hard,9
2526,10,512,Text,24,Excellent,Easy,4
2527,17,724,Video,45,Good,Intermediate,13
2528,5,492,Video,29,Average,Easy,4
2529,11,445,Quiz,50,Excellent,Hard,1
2530,9,984,Quiz,64,Average,Hard,19
2531,4,432,Quiz,69,Good,Easy,18
2532,19,172,Text,11,Poor,Hard,6
2533,10,216,Quiz,18,Average,Easy,7
2534,17,740,Video,44,Excellent,Intermediate,5
2535,14,603,Text,74,Good,Easy,8
2536,14,81,Quiz,8,Poor,Intermediate,3
2537,15,859,Quiz,42,Good,Hard,10
2538,14,330,Text,58,Good,Easy,8
2539,15,454,Quiz,79,Poor,Intermediate,4
2540,5,928,Video,36,Excellent,Intermediate,4
2541,5,331,Text,94,Good,Intermediate,18
2542,5,709,Quiz,0,Excellent,Easy,2
2543,14,258,Video,61,Average,Easy,15
2544,10,628,Text,70,Good,Hard,7
2545,10,508,Text,1,Good,Hard,3
2546,8,369,Quiz,86,Average,Intermediate,12
2547,7,701,Text,4,Average,Intermediate,14
2548,2,92,Text,89,Good,Intermediate,19
2549,19,510,Video,99,Good,Hard,6
2550,15,157,Video,70,Good,Intermediate,14
2551,18,771,Text,56,Excellent,Easy,12
2552,7,856,Text,64,Average,Hard,20
2553,19,947,Quiz,63,Excellent,Easy,9
2554,17,707,Video,76,Average,Intermediate,18
2555,9,821,Video,98,Average,Hard,4
2556,15,840,Quiz,99,Poor,Easy,13
2557,4,718,Quiz,72,Excellent,Intermediate,16
2558,4,895,Quiz,47,Good,Intermediate,4
2559,3,21,Video,21,Poor,Easy,15
2560,10,387,Text,2,Average,Easy,20
2561,5,382,Video,24,Excellent,Hard,4
2562,10,344,Text,38,Average,Easy,15
2563,4,726,Video,35,Poor,Hard,15
2564,16,235,Video,50,Average,Intermediate,5
2565,15,963,Quiz,58,Good,Intermediate,20
2566,12,908,Video,95,Excellent,Hard,17
2567,1,757,Video,71,Poor,Intermediate,10
2568,8,857,Quiz,76,Average,Hard,3
2569,1,888,Quiz,65,Average,Hard,4
2570,2,664,Video,75,Poor,Intermediate,10
2571,3,897,Video,15,Poor,Intermediate,11
2572,14,875,Video,52,Excellent,Intermediate,14
2573,11,629,Video,72,Good,Easy,12
2574,6,129,Text,2,Poor,Hard,14
2575,17,371,Text,40,Excellent,Easy,5
2576,8,21,Quiz,29,Excellent,Hard,16
2577,5,929,Text,24,Average,Hard,13
2578,8,633,Quiz,19,Average,Intermediate,7
2579,13,340,Text,38,Average,Hard,1
2580,19,920,Video,45,Poor,Easy,4
2581,5,119,Video,17,Excellent,Intermediate,2
2582,14,494,Quiz,95,Excellent,Easy,3
2583,7,305,Quiz,78,Excellent,Easy,4
2584,1,621,Video,7,Poor,Intermediate,1
2585,16,634,Text,92,Excellent,Hard,12
2586,10,119,Quiz,58,Good,Intermediate,11
2587,14,449,Video,48,Excellent,Intermediate,17
2588,18,553,Text,88,Average,Easy,18
2589,11,676,Video,0,Excellent,Intermediate,15
2590,7,37,Quiz,30,Excellent,Intermediate,2
2591,1,236,Quiz,60,Excellent,Hard,4
2592,17,542,Video,13,Good,Easy,1
2593,15,780,Video,87,Excellent,Easy,12
2594,7,85,Quiz,47,Good,Hard,19
2595,3,107,Text,81,Excellent,Intermediate,10
2596,8,241,Quiz,16,Average,Easy,4
2597,18,876,Quiz,69,Poor,Easy,19
2598,8,304,Text,11,Average,Hard,10
2599,5,516,Text,87,Good,Intermediate,19
2600,9,488,Video,47,Good,Hard,4
2601,9,362,Text,1,Excellent,Intermediate,15
2602,12,648,Text,93,Poor,Intermediate,12
2603,10,809,Quiz,61,Poor,Intermediate,7
2604,16,847,Video,45,Excellent,Hard,11
2605,16,125,Video,69,Average,Hard,13
2606,18,933,Text,35,Poor,Easy,10
2607,15,368,Quiz,98,Average,Hard,9
2608,2,565,Quiz,68,Poor,Easy,18
2609,1,247,Text,78,Poor,Intermediate,15
2610,9,667,Quiz,5,Good,Easy,7
2611,6,928,Video,86,Good,Easy,2
2612,6,712,Quiz,58,Poor,Intermediate,11
2613,1,491,Quiz,67,Poor,Intermediate,7
2614,16,252,Video,66,Average,Easy,10
2615,8,300,Text,37,Good,Easy,8
2616,11,517,Text,67,Poor,Hard,1
2617,4,943,Video,34,Good,Hard,18
2618,8,801,Text,13,Good,Intermediate,15
2619,11,460,Quiz,74,Good,Easy,18
2620,5,540,Quiz,4,Poor,Easy,5
2621,12,204,Quiz,54,Excellent,Intermediate,12
2622,17,206,Text,57,Average,Intermediate,4
2623,8,250,Text,84,Excellent,Hard,20
2624,16,33,Text,14,Poor,Intermediate,19
2625,13,196,Text,40,Good,Intermediate,14
2626,15,3,Quiz,31,Good,Easy,16
2627,11,174,Video,24,Good,Intermediate,11
2628,18,757,Video,38,Average,Easy,11
2629,18,125,Video,38,Excellent,Hard,10
2630,8,162,Video,0,Poor,Intermediate,15
2631,13,734,Quiz,40,Average,Intermediate,19
2632,16,290,Text,9,Good,Hard,2
2633,6,979,Quiz,68,Poor,Intermediate,18
2634,15,458,Video,99,Average,Intermediate,14
2635,16,203,Quiz,45,Good,Hard,7
2636,3,437,Text,26,Poor,Hard,6
2637,13,125,Quiz,28,Poor,Easy,8
2638,9,757,Video,1,Average,Easy,18
2639,13,419,Quiz,55,Excellent,Easy,20
2640,13,481,Quiz,66,Poor,Intermediate,13
2641,2,900,Quiz,41,Good,Intermediate,3
2642,9,661,Text,8,Average,Hard,4
2643,3,408,Quiz,74,Average,Intermediate,12
2644,19,488,Quiz,53,Excellent,Intermediate,8
2645,3,292,Text,51,Average,Intermediate,10
2646,13,359,Text,38,Excellent,Intermediate,16
2647,19,198,Quiz,87,Average,Easy,3
2648,12,951,Text,27,Average,Hard,20
2649,8,179,Text,69,Good,Easy,18
2650,7,404,Video,29,Excellent,Easy,4
2651,2,906,Quiz,50,Average,Intermediate,14
2652,13,626,Quiz,35,Average,Easy,13
2653,11,535,Video,13,Poor,Hard,15
2654,18,879,Text,67,Good,Easy,20
2655,4,627,Text,52,Excellent,Easy,7
2656,14,416,Text,46,Excellent,Intermediate,8
2657,8,281,Video,82,Good,Intermediate,19
2658,10,970,Video,63,Average,Hard,19
2659,7,532,Video,44,Good,Hard,9
2660,18,29,Quiz,65,Good,Easy,7
2661,18,785,Video,47,Poor,Hard,17
2662,3,322,Video,88,Poor,Intermediate,19
2663,12,945,Text,43,Good,Easy,12
2664,16,490,Text,99,Average,Intermediate,2
2665,15,493,Quiz,84,Excellent,Hard,5
2666,6,322,Text,29,Poor,Intermediate,19
2667,11,529,Video,3,Average,Easy,7
2668,6,34,Quiz,54,Poor,Easy,18
2669,9,727,Text,87,Poor,Intermediate,2
2670,2,513,Video,61,Poor,Hard,5
2671,4,66,Text,89,Good,Hard,13
2672,17,608,Text,12,Excellent,Easy,8
2673,11,382,Video,44,Good,Easy,3
2674,9,889,Quiz,79,Good,Hard,1
2675,16,636,Text,72,Average,Easy,10
2676,9,368,Text,22,Good,Intermediate,9
2677,4,457,Text,34,Excellent,Intermediate,16
2678,19,162,Video,20,Good,Hard,17
2679,18,925,Text,73,Poor,Intermediate,4
2680,16,967,Text,12,Poor,Hard,14
2681,12,609,Quiz,81,Excellent,Easy,10
2682,2,474,Video,34,Poor,Intermediate,20
2683,13,453,Text,33,Average,Hard,12
2684,7,272,Text,89,Good,Hard,8
2685,15,406,Text,84,Excellent,Intermediate,6
2686,18,648,Text,63,Excellent,Easy,1
2687,9,115,Quiz,76,Average,Easy,15
2688,1,786,Text,69,Excellent,Easy,18
2689,4,197,Text,59,Good,Hard,5
2690,11,146,Text,65,Good,Intermediate,11
2691,9,111,Quiz,16,Good,Easy,6
2692,15,58,Video,83,Poor,Easy,18
2693,12,970,Text,42,Good,Intermediate,15
2694,7,526,Video,95,Excellent,Hard,1
2695,19,210,Quiz,96,Excellent,Hard,16
2696,10,641,Video,77,Poor,Intermediate,10
2697,5,657,Quiz,60,Poor,Intermediate,14
2698,18,355,Quiz,74,Good,Hard,5
2699,19,589,Video,14,Excellent,Intermediate,2
2700,13,654,Text,66,Excellent,Intermediate,5
2701,19,744,Quiz,13,Good,Hard,9
2702,16,585,Text,56,Average,Easy,17
2703,1,41,Video,80,Excellent,Hard,16
2704,13,224,Quiz,1,Good,Hard,14
2705,4,150,Quiz,10,Average,Hard,12
2706,1,665,Text,57,Good,Hard,19
2707,4,468,Quiz,11,Excellent,Hard,1
2708,12,253,Video,42,Good,Easy,13
2709,19,448,Quiz,52,Excellent,Intermediate,15
2710,16,20,Text,0,Average,Hard,12
2711,1,819,Quiz,16,Average,Easy,5
2712,18,114,Text,62,Average,Intermediate,15
2713,17,592,Quiz,31,Good,Easy,16
2714,3,529,Quiz,13,Average,Intermediate,7
2715,6,306,Quiz,48,Poor,Intermediate,10
2716,10,403,Quiz,56,Excellent,Hard,3
2717,6,680,Video,79,Poor,Easy,16
2718,8,125,Text,52,Average,Hard,15
2719,18,361,Video,98,Good,Intermediate,1
2720,15,890,Video,45,Average,Easy,15
2721,16,811,Video,61,Good,Intermediate,3
2722,19,341,Text,97,Good,Hard,19
2723,6,67,Quiz,16,Good,Intermediate,4
2724,1,116,Quiz,84,Poor,Easy,6
2725,1,773,Video,58,Poor,Intermediate,18
2726,10,357,Text,25,Poor,Hard,2
2727,3,248,Video,10,Good,Intermediate,19
2728,19,259,Text,61,Poor,Hard,16
2729,9,364,Quiz,25,Poor,Hard,2
2730,15,974,Text,1,Poor,Easy,19
2731,10,309,Quiz,84,Poor,Intermediate,15
2732,6,19,Quiz,20,Good,Easy,15
2733,9,965,Video,88,Poor,Intermediate,2
2734,2,763,Video,34,Average,Intermediate,11
2735,2,515,Text,1,Good,Easy,7
2736,17,271,Video,57,Poor,Intermediate,12
2737,7,694,Quiz,47,Excellent,Hard,1
2738,11,474,Text,68,Excellent,Intermediate,5
2739,11,176,Video,43,Good,Hard,13
2740,19,141,Text,22,Excellent,Easy,15
2741,17,486,Text,27,Good,Hard,11
2742,5,57,Text,19,Poor,Intermediate,12
2743,19,914,Quiz,84,Good,Easy,18
2744,2,253,Quiz,60,Poor,Intermediate,6
2745,1,961,Quiz,32,Average,Intermediate,16
2746,1,114,Quiz,75,Average,Easy,7
2747,19,89,Quiz,30,Poor,Easy,17
2748,4,899,Text,69,Average,Hard,20
2749,14,398,Video,9,Poor,Intermediate,18
2750,9,552,Text,15,Poor,Easy,20
2751,11,867,Text,64,Good,Hard,12
2752,15,847,Text,12,Average,Intermediate,16
2753,10,765,Quiz,60,Good,Easy,9
2754,10,277,Quiz,1,Good,Hard,15
2755,11,960,Text,33,Good,Intermediate,11
2756,17,108,Text,92,Poor,Hard,18
2757,10,709,Text,91,Poor,Hard,12
2758,8,813,Quiz,13,Excellent,Intermediate,2
2759,2,990,Text,58,Average,Easy,10
2760,6,732,Text,10,Excellent,Hard,2
2761,14,281,Text,0,Poor,Hard,13
2762,9,159,Text,15,Excellent,Hard,17
2763,13,207,Quiz,83,Good,Intermediate,19
2764,7,486,Quiz,37,Excellent,Easy,1
2765,2,820,Text,31,Poor,Hard,15
2766,4,790,Text,33,Good,Easy,17
2767,15,476,Quiz,72,Poor,Easy,12
2768,6,323,Quiz,71,Excellent,Hard,17
2769,19,5,Video,42,Poor,Intermediate,15
2770,15,466,Video,74,Excellent,Easy,11
2771,10,797,Video,86,Average,Intermediate,7
2772,12,524,Video,60,Poor,Easy,10
2773,10,219,Video,58,Average,Intermediate,14
2774,15,467,Quiz,61,Excellent,Easy,12
2775,1,101,Text,55,Average,Hard,17
2776,3,536,Text,62,Excellent,Intermediate,17
2777,9,976,Video,10,Poor,Intermediate,3
2778,2,566,Video,73,Poor,Hard,19
2779,15,807,Video,52,Poor,Hard,8
2780,16,835,Quiz,65,Good,Easy,11
2781,16,831,Video,81,Average,Intermediate,8
2782,13,437,Text,80,Poor,Easy,3
2783,17,71,Video,49,Poor,Intermediate,10
2784,5,644,Video,22,Excellent,Hard,2
2785,5,629,Video,87,Poor,Intermediate,12
2786,10,4,Quiz,92,Average,Easy,13
2787,13,575,Video,27,Average,Intermediate,10
2788,5,810,Quiz,91,Excellent,Easy,6
2789,17,11,Video,59,Good,Easy,16
2790,8,228,Video,36,Poor,Easy,5
2791,9,749,Text,6,Excellent,Hard,9
2792,7,727,Text,53,Good,Intermediate,3
2793,16,642,Video,3,Good,Hard,5
2794,11,593,Text,57,Poor,Easy,20
2795,19,757,Text,93,Average,Intermediate,4
2796,1,449,Quiz,97,Excellent,Intermediate,18
2797,10,269,Video,73,Average,Easy,13
2798,14,337,Text,14,Average,Easy,6
2799,1,666,Text,81,Average,Easy,9
2800,14,690,Quiz,84,Average,Easy,4
2801,9,106,Text,30,Excellent,Intermediate,1
2802,18,970,Text,50,Excellent,Hard,4
2803,11,235,Video,1,Average,Easy,9
2804,7,172,Quiz,26,Poor,Easy,5
2805,12,256,Text,9,Average,Easy,13
2806,12,182,Text,44,Excellent,Intermediate,9
2807,8,942,Text,15,Good,Intermediate,12
2808,11,977,Video,58,Good,Easy,7
2809,10,89,Video,14,Good,Easy,17
2810,1,713,Video,78,Good,Hard,10
2811,8,39,Text,7,Excellent,Intermediate,2
2812,4,38,Video,49,Average,Hard,20
2813,2,169,Quiz,35,Excellent,Hard,9
2814,3,934,Text,78,Average,Intermediate,1
2815,16,100,Quiz,68,Excellent,Easy,2
2816,2,782,Video,69,Good,Hard,6
2817,18,344,Quiz,71,Average,Hard,17
2818,4,530,Text,91,Excellent,Intermediate,16
2819,13,181,Text,38,Excellent,Intermediate,8
2820,6,966,Quiz,32,Excellent,Intermediate,19
2821,9,536,Text,3,Poor,Intermediate,17
2822,5,797,Text,79,Good,Intermediate,16
2823,1,79,Text,50,Poor,Hard,18
2824,9,955,Text,12,Good,Intermediate,18
2825,4,662,Text,47,Average,Intermediate,7
2826,16,874,Text,0,Average,Easy,15
2827,16,314,Quiz,20,Good,Intermediate,15
2828,12,397,Video,20,Poor,Hard,9
2829,3,774,Video,4,Excellent,Easy,3
2830,16,446,Text,21,Excellent,Intermediate,2
2831,3,60,Quiz,42,Excellent,Intermediate,4
2832,8,424,Video,25,Poor,Hard,8
2833,7,533,Quiz,19,Poor,Intermediate,13
2834,3,413,Text,98,Good,Easy,10
2835,13,896,Text,5,Average,Easy,18
2836,19,642,Quiz,60,Poor,Easy,14
2837,2,763,Video,9,Excellent,Hard,17
2838,19,804,Text,24,Poor,Hard,6
2839,2,238,Video,82,Excellent,Intermediate,7
2840,5,222,Quiz,61,Good,Intermediate,4
2841,14,547,Video,37,Good,Easy,16
2842,16,174,Quiz,72,Good,Easy,14
2843,5,659,Video,35,Good,Easy,3
2844,2,403,Text,83,Excellent,Easy,19
2845,4,419,Text,8,Excellent,Intermediate,5
2846,6,505,Video,90,Poor,Easy,15
2847,18,345,Quiz,2,Poor,Hard,7
2848,1,125,Text,33,Poor,Intermediate,9
2849,9,140,Quiz,97,Good,Hard,17
2850,19,594,Quiz,6,Excellent,Hard,2
2851,7,180,Text,79,Excellent,Intermediate,9
2852,5,417,Video,40,Poor,Hard,10
2853,15,193,Text,88,Excellent,Easy,3
2854,7,838,Text,89,Good,Intermediate,16
2855,7,69,Text,20,Excellent,Intermediate,18
2856,1,76,Video,86,Poor,Easy,9
2857,7,290,Video,16,Excellent,Hard,10
2858,18,527,Quiz,56,Good,Hard,18
2859,5,568,Quiz,54,Average,Easy,14
2860,4,302,Video,29,Good,Intermediate,1
2861,12,849,Text,27,Good,Hard,5
2862,12,291,Video,82,Poor,Hard,8
2863,6,710,Text,25,Average,Hard,7
2864,5,364,Quiz,16,Average,Intermediate,6
2865,6,259,Video,93,Good,Intermediate,4
2866,3,768,Quiz,58,Excellent,Easy,5
2867,3,178,Text,48,Excellent,Easy,2
2868,16,893,Text,93,Excellent,Intermediate,1
2869,17,100,Quiz,68,Poor,Easy,12
2870,19,872,Video,82,Good,Hard,2
2871,1,147,Quiz,41,Average,Hard,13
2872,14,835,Video,29,Average,Intermediate,15
2873,1,619,Quiz,67,Poor,Intermediate,4
2874,14,711,Text,91,Average,Intermediate,10
2875,8,485,Text,74,Average,Intermediate,12
2876,13,309,Text,79,Poor,Easy,6
2877,7,113,Quiz,50,Average,Intermediate,8
2878,7,952,Text,60,Average,Hard,13
2879,16,635,Text,36,Average,Easy,16
2880,3,308,Quiz,57,Average,Intermediate,4
2881,14,614,Video,2,Average,Easy,12
2882,17,913,Video,34,Poor,Intermediate,10
2883,17,155,Text,34,Average,Hard,14
2884,18,42,Text,2,Excellent,Intermediate,15
2885,17,334,Text,13,Poor,Hard,7
2886,3,520,Text,98,Average,Intermediate,13
2887,11,93,Video,90,Poor,Intermediate,4
2888,17,255,Text,81,Good,Easy,6
2889,18,887,Quiz,76,Average,Intermediate,7
2890,1,967,Text,6,Good,Hard,10
2891,14,533,Video,14,Poor,Intermediate,2
2892,3,709,Quiz,71,Average,Hard,11
2893,6,614,Text,71,Excellent,Easy,17
2894,16,237,Text,52,Average,Intermediate,7
2895,1,40,Quiz,7,Poor,Easy,12
2896,7,760,Quiz,97,Average,Hard,13
2897,19,336,Quiz,33,Excellent,Intermediate,8
2898,11,94,Text,62,Average,Hard,18
2899,5,565,Quiz,38,Poor,Intermediate,7
2900,5,413,Video,46,Average,Hard,4
2901,19,291,Quiz,65,Good,Hard,8
2902,13,289,Video,18,Excellent,Easy,15
2903,15,595,Video,35,Average,Hard,16
2904,14,113,Text,66,Excellent,Intermediate,19
2905,5,758,Text,34,Excellent,Hard,7
2906,16,394,Video,60,Excellent,Easy,19
2907,11,400,Video,78,Poor,Intermediate,8
2908,8,20,Video,79,Average,Intermediate,2
2909,1,7,Video,44,Poor,Hard,12
2910,5,227,Quiz,22,Poor,Hard,3
2911,10,550,Quiz,6,Excellent,Intermediate,18
2912,3,361,Text,58,Average,Intermediate,10
2913,19,943,Video,5,Average,Easy,17
2914,3,345,Video,65,Excellent,Intermediate,17
2915,2,817,Text,3,Poor,Easy,3
2916,17,781,Video,62,Good,Easy,18
2917,9,985,Quiz,90,Good,Easy,8
2918,1,718,Video,31,Poor,Hard,5
2919,7,240,Text,95,Excellent,Hard,9
2920,13,195,Quiz,43,Good,Easy,8
2921,17,877,Quiz,78,Average,Intermediate,6
2922,15,515,Text,55,Good,Hard,13
2923,11,354,Quiz,56,Poor,Easy,13
2924,7,486,Video,41,Good,Intermediate,1
2925,19,749,Video,73,Average,Intermediate,15
2926,10,747,Video,37,Good,Easy,15
2927,19,441,Text,46,Excellent,Intermediate,1
2928,17,440,Quiz,96,Average,Easy,3
2929,12,455,Quiz,20,Poor,Hard,10
2930,7,763,Video,65,Average,Hard,11
2931,7,141,Quiz,20,Poor,Easy,13
2932,10,681,Video,81,Poor,Easy,1
2933,3,67,Quiz,50,Poor,Easy,9
2934,11,511,Quiz,1,Good,Intermediate,2
2935,8,450,Video,99,Poor,Intermediate,7
2936,14,260,Text,54,Excellent,Hard,8
2937,2,186,Text,53,Good,Intermediate,10
2938,17,341,Text,92,Poor,Easy,11
2939,12,203,Video,89,Average,Hard,5
2940,7,236,Text,25,Average,Intermediate,8
2941,3,44,Video,57,Good,Hard,18
2942,1,191,Video,77,Excellent,Intermediate,13
2943,14,52,Text,57,Average,Easy,17
2944,7,291,Video,2,Excellent,Easy,15
2945,1,987,Quiz,34,Good,Easy,17
2946,19,853,Video,51,Good,Intermediate,12
2947,13,138,Text,31,Poor,Hard,17
2948,15,177,Quiz,50,Good,Intermediate,7
2949,12,57,Quiz,37,Average,Easy,8
2950,4,157,Video,49,Poor,Hard,11
2951,8,918,Video,38,Average,Hard,12
2952,15,760,Text,60,Good,Intermediate,2
2953,8,732,Text,12,Excellent,Easy,20
2954,11,118,Quiz,33,Average,Intermediate,8
2955,9,760,Video,91,Poor,Easy,5
2956,16,746,Video,61,Average,Intermediate,14
2957,15,746,Text,86,Excellent,Intermediate,7
2958,8,753,Video,71,Excellent,Easy,10
2959,12,419,Text,9,Poor,Hard,5
2960,18,747,Text,62,Excellent,Easy,20
2961,2,371,Text,64,Excellent,Hard,1
2962,17,919,Video,99,Average,Intermediate,4
2963,14,279,Video,40,Poor,Intermediate,3
2964,15,243,Video,20,Average,Hard,1
2965,3,913,Text,25,Average,Intermediate,13
2966,9,725,Quiz,18,Poor,Easy,5
2967,11,980,Text,50,Poor,Hard,4
2968,11,938,Quiz,97,Excellent,Hard,14
2969,17,286,Video,35,Excellent,Hard,19
2970,3,158,Video,25,Poor,Easy,18
2971,9,341,Video,97,Poor,Hard,2
2972,1,100,Video,97,Excellent,Easy,16
2973,14,868,Text,8,Average,Easy,17
2974,16,37,Video,23,Good,Intermediate,9
2975,10,25,Text,19,Good,Intermediate,10
2976,12,213,Text,64,Excellent,Intermediate,20
2977,8,969,Text,83,Average,Hard,8
2978,5,250,Video,27,Good,Intermediate,14
2979,8,411,Quiz,90,Average,Easy,19
2980,8,609,Text,58,Good,Intermediate,2
2981,6,702,Quiz,95,Poor,Easy,12
2982,8,595,Video,91,Excellent,Easy,10
2983,8,554,Quiz,72,Excellent,Hard,19
2984,18,753,Quiz,47,Average,Hard,10
2985,8,595,Video,56,Excellent,Hard,18
2986,2,933,Text,60,Excellent,Hard,3
2987,1,278,Video,23,Poor,Hard,5
2988,10,280,Quiz,10,Good,Easy,10
2989,12,484,Text,87,Poor,Hard,12
2990,10,65,Video,5,Average,Hard,9
2991,2,65,Video,45,Good,Easy,9
2992,19,592,Quiz,50,Excellent,Hard,14
2993,16,719,Text,18,Average,Easy,18
2994,15,984,Quiz,76,Excellent,Intermediate,10
2995,9,30,Video,62,Poor,Intermediate,3
2996,3,34,Quiz,77,Average,Easy,20
2997,8,291,Text,54,Good,Hard,9
2998,9,831,Video,23,Poor,Easy,11
2999,16,46,Quiz,19,Excellent,Easy,11
3000,4,454,Quiz,40,Good,Intermediate,18
3001,4,336,Text,98,Average,Intermediate,18
3002,2,440,Quiz,70,Excellent,Intermediate,7
3003,16,595,Video,32,Poor,Hard,11
3004,14,588,Text,36,Excellent,Intermediate,18
3005,2,508,Quiz,10,Good,Intermediate,1
3006,3,258,Quiz,73,Good,Intermediate,9
3007,11,373,Quiz,28,Average,Easy,19
3008,7,10,Video,16,Good,Intermediate,13
3009,10,80,Video,84,Excellent,Easy,9
3010,11,663,Video,28,Good,Hard,4
3011,4,283,Text,25,Poor,Easy,17
3012,5,26,Video,14,Good,Intermediate,4
3013,12,925,Text,78,Average,Hard,5
3014,13,742,Quiz,50,Poor,Intermediate,17
3015,8,675,Video,39,Good,Hard,3
3016,11,575,Video,67,Average,Easy,16
3017,1,990,Quiz,66,Average,Easy,2
3018,12,516,Quiz,19,Good,Easy,2
3019,18,199,Video,9,Good,Easy,7
3020,17,518,Text,5,Good,Intermediate,11
3021,1,479,Text,47,Excellent,Easy,20
3022,13,652,Video,80,Poor,Hard,14
3023,2,937,Video,78,Average,Intermediate,13
3024,5,642,Video,49,Average,Easy,15
3025,9,998,Text,0,Good,Intermediate,9
3026,4,550,Video,82,Average,Hard,15
3027,1,970,Quiz,98,Excellent,Intermediate,10
3028,8,247,Text,15,Poor,Intermediate,12
3029,6,680,Text,36,Average,Hard,3
3030,14,398,Quiz,27,Excellent,Hard,6
3031,16,568,Text,61,Good,Hard,6
3032,1,627,Text,92,Good,Hard,3
3033,9,517,Text,14,Average,Hard,7
3034,9,221,Quiz,60,Poor,Hard,17
3035,8,295,Text,53,Poor,Easy,9
3036,13,294,Text,3,Excellent,Hard,10
3037,3,780,Text,15,Good,Intermediate,16
3038,7,935,Video,15,Poor,Easy,12
3039,13,18,Text,52,Good,Easy,9
3040,9,878,Quiz,76,Good,Easy,13
3041,16,705,Video,41,Good,Easy,15
3042,10,394,Quiz,66,Excellent,Hard,2
3043,15,546,Video,10,Good,Intermediate,12
3044,18,355,Text,55,Poor,Hard,10
3045,14,41,Quiz,71,Poor,Intermediate,4
3046,19,790,Video,87,Good,Hard,14
3047,8,444,Video,84,Good,Intermediate,16
3048,15,436,Text,51,Good,Intermediate,13
3049,15,353,Quiz,26,Good,Easy,16
3050,7,248,Text,36,Average,Hard,14
3051,4,157,Quiz,58,Good,Intermediate,5
3052,4,878,Video,34,Average,Easy,5
3053,14,90,Text,17,Average,Hard,11
3054,11,829,Quiz,50,Average,Easy,6
3055,6,902,Text,27,Good,Easy,9
3056,5,528,Video,40,Good,Intermediate,13
3057,6,158,Text,68,Average,Easy,16
3058,4,762,Quiz,36,Average,Easy,2
3059,7,277,Video,32,Excellent,Easy,2
